id,code,short_name,short_name_spelling,full_name,list_status_id,list_status,issuer,company_code,issue_start_date,issue_end_date,plan_raise_fund,actual_raise_fund,issue_par,issue_price,is_guarantee,fund_raising_purposes,list_declare_date,convert_price_reason,convert_price,convert_start_date,convert_end_date,convert_code,coupon,exchange_code,exchange,currency_id,coupon_type_id,coupon_type,coupon_frequency,payment_type_id,payment_type,par,repayment_period,bond_type_id,bond_type,bond_form_id,bond_form,list_date,delist_Date,interest_begin_date,maturity_date,interest_date,last_cash_date,cash_comment
290,128060,中装转债,ZZZZ,深圳市中装建设集团股份有限公司公开发行可转换公司债券,301006,终止上市,深圳市中装建设集团股份有限公司,002822.XSHE,2019-03-26,2019-03-26,52500.0,52500.0,100,100.0,0,装配式建筑产业基地项目,2019-04-12,初始转股价格：6.24元/股（不低于募集说明书公告日前二十个交易日公司A股股票交易均价和前一个交易日公司A股股票交易均价之间较高者）。,6.24,2019-10-08,2025-03-26,002822,0.4,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-04-15,2020-02-12,2019-03-26,2020-03-20,03-26,2020-03-20,
291,113530,大丰转债,DFZZ,2019年浙江大丰实业股份有限公司公开发行可转换公司债券,301001,正常上市,浙江大丰实业股份有限公司,603081.XSHG,2019-03-26,2019-03-27,63000.0,63000.0,100,100.0,0,宁海县文化综合体PPP项目,2019-04-16,本次发行的可转债的初始转股价格为16.88元/股，不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价之间较高者。,16.88,2019-10-02,2025-03-26,603081,0.4,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-04-18,,2019-03-27,2025-03-27,03-27,2025-03-27,
292,128061,启明转债,QMZZ,启明星辰信息技术集团股份有限公司公开发行可转换公司债券,301006,终止上市,启明星辰信息技术集团股份有限公司,002439.XSHE,2019-03-26,2019-03-27,104500.0,104500.0,100,100.0,0,"济南安全运营中心建设项目,昆明安全运营中心和网络安全培训中心建设项目,杭州安全运营中心建设项目,郑州安全运营中心和网络安全培训中心建设项目,补充流动资金",2019-04-23,,28.33,2019-10-08,2020-03-17,002439,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-04-24,2020-03-03,2019-03-27,2020-03-18,03-27,2020-03-18,
293,123025,精测转债,JCZZ,2019年武汉精测电子集团股份有限公司公开发行可转换公司债券,301001,正常上市,武汉精测电子集团股份有限公司,300567.XSHE,2019-03-29,2019-03-29,37500.0,37500.0,100,100.0,0,苏州精濑光电有限公司年产340台套新型显示智能装备项目,2019-04-18,初始转股价格：75.88元/股（不低于募集说明书公告日前二十个交易日公司股票交易均价72.816元/股和前一个交易日公司股票交易均价75.877元/股之间较高者）。,75.88,2019-10-08,2025-03-29,300567,0.5,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-04-19,,2019-03-29,2025-03-29,03-29,2025-03-29,
294,113531,百姓转债,BXZZ,老百姓大药房连锁股份有限公司公开发行可转换公司债券,301006,终止上市,老百姓大药房连锁股份有限公司,603883.XSHG,2019-03-29,2019-03-29,32700.0,32700.0,100,100.0,0,"1.老百姓医药健康产业园建设项目26,000万元；2.老百姓大健康智慧服务平台建设项目6,700万元。",2019-04-18,初始转股价格为60.59元（不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价）,60.59,2019-10-05,2024-03-28,603883,0.2,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2019-04-22,2020-05-20,2019-03-29,2020-05-21,03-29,2020-05-21,
295,110057,现代转债,XDZZ,2019年上海现代制药股份有限公司公开发行可转换公司债券,301006,终止上市,上海现代制药股份有限公司,600420.XSHG,2019-03-29,2019-04-01,161594.0,161594.0,100,100.0,0,"新型制剂产业战略升级项目,国药威奇达资源综合利用项目,威奇达中抗青霉素绿色产业链升级项目,偿还银行借款",2019-04-26,,10.09,2019-10-08,2023-06-15,600420,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-04-30,2023-06-12,2019-04-01,2023-06-16,04-01,2023-06-16,
296,128062,亚药转债,YYZZ,2019年浙江亚太药业股份有限公司可转换公司债券,301001,正常上市,浙江亚太药业股份有限公司,002370.XSHE,2019-04-01,2019-04-02,96500.0,96500.0,100,100.0,0,1、亚太药业现代医药制剂一期、二期项目；2、研发平台建设项目；3、营销网络建设项目。,2019-04-23,初始转股价格：16.3元/股（不低于募集说明书公告日前20个交易日公司A股股票交易均价和前一个交易日公司A股股票交易均价）。,16.3,2019-10-09,2025-04-02,002370,0.3,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-04-24,,2019-04-02,2025-04-02,04-02,2025-04-02,
297,113532,海环转债,HHZZ,2019年福建海峡环保集团股份有限公司可转换公司债券,301001,正常上市,福建海峡环保集团股份有限公司,603817.XSHG,2019-04-02,2019-04-02,46000.0,46000.0,100,100.0,1,"福州市洋里污水处理厂一二三期提标改造项目,福州市浮村污水处理厂二期工程项目,闽侯县城区污水处理厂提标改造工程项目,福州市祥坂污水处理厂提标改造项目",2019-04-22,,7.8,2019-10-09,2025-04-01,603817,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-04-24,,2019-04-02,2025-04-02,04-02,2025-04-02,
298,128063,未来转债,WLZZ,2019年德尔未来科技控股集团股份有限公司可转换公司债券,301001,正常上市,德尔未来科技控股集团股份有限公司,002631.XSHE,2019-04-03,2019-04-03,63000.0,63000.0,100,100.0,0,"年产智能成套家具8万套项目,补充流动资金,3D打印定制地板研发中心项目,智能成套家具信息化系统及研发中心项目",2019-04-23,,8.74,2019-10-11,2025-04-03,002631,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-04-24,,2019-04-03,2025-04-03,04-03,2025-04-03,
299,113533,参林转债,CLZZ,大参林医药集团股份有限公司公开发行可转换公司债券,301006,终止上市,大参林医药集团股份有限公司,603233.XSHG,2019-04-03,2019-04-03,100000.0,100000.0,100,100.0,0,"运营中心建设项目,玉林现代饮片基地项目,直营连锁门店建设项目",2019-04-20,,48.05,2019-10-10,2020-01-16,603233,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-04-24,2020-01-16,2019-04-03,2020-01-17,04-03,2020-01-17,
300,128064,司尔转债,SEZZ,安徽省司尔特肥业股份有限公司公开发行可转换公司债券,301006,终止上市,安徽省司尔特肥业股份有限公司,002538.XSHE,2019-04-04,2019-04-08,80000.0,80000.0,100,100.0,0,年产65万吨新型肥料和40万吨土壤调理剂项目,2019-05-06,初始转股价格：6.25元/股（不低于募集说明书公告日前20个交易日公司A股股票交易均价和前一个交易日公司A股股票交易均价）。,6.25,2019-10-14,2025-04-08,002538,0.4,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-05-07,2021-08-24,2019-04-08,2021-08-25,04-08,2021-08-25,
301,113024,核建转债,HJZZ,2019年中国核工业建设股份有限公司公开发行可转换公司债券,301001,正常上市,中国核工业建设股份有限公司,601611.XSHG,2019-04-04,2019-04-08,299625.0,299625.0,100,100.0,0,"湖南醴陵渌江新城核心区PPP项目,三都水族自治县市政基础设施建设PPP项目,监利县文化体育中心PPP项目,补充流动资金,广安职业技术学院二期建设PPP项目",2019-04-24,,9.93,2019-10-14,2025-04-07,601611,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-04-26,,2019-04-08,2025-04-08,04-08,2025-04-08,
302,113534,鼎胜转债,DSZZ,2019年江苏鼎胜新能源材料股份有限公司公开发行可转换公司债券,301001,正常上市,江苏鼎胜新能源材料股份有限公司,603876.XSHG,2019-04-08,2019-04-09,125400.0,125400.0,100,100.0,0,"铝板带箔生产线技术改造升级项目,年产6万吨铝合金车身板产业化建设项目,补充流动资金",2019-04-26,,20.8,2019-10-16,2025-04-08,603876,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-04-30,,2019-04-09,2025-04-09,04-09,2025-04-09,
303,113025,明泰转债,MTZZ,2019年河南明泰铝业股份有限公司公开发行可转换公司债券,301006,终止上市,河南明泰铝业股份有限公司,601677.XSHG,2019-04-09,2019-04-10,183911.0,183911.0,100,100.0,0,铝板带生产线升级改造项目,2019-04-30,,11.49,2019-10-16,2023-10-23,601677,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-05-07,2023-10-18,2019-04-10,2023-10-24,04-10,2023-10-24,
304,127013,创维转债,CWZZ,创维数字股份有限公司公开发行可转换公司债券,301006,终止上市,创维数字股份有限公司,000810.XSHE,2019-04-12,2019-04-15,104000.0,104000.0,100,100.0,0,机顶盒与接入终端系列产品智能化升级扩建项目、汽车智能驾驶辅助系统升级扩建项目,2019-05-15,初始转股价格：11.56元/股（不低于募集说明书公告日前二十个交易日公司A股股票交易均价和前一个交易日公司A股股票交易均价）。,11.56,2019-10-19,2025-04-15,000810,0.4,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-05-16,2022-06-28,2019-04-15,2022-06-29,04-15,2022-06-29,
305,113026,核能转债,HNZZ,中国核能电力股份有限公司公开发行可转换公司债券,301006,终止上市,中国核能电力股份有限公司,601985.XSHG,2019-04-12,2019-04-15,780000.0,780000.0,100,100.0,0,"田湾核电站扩建工程5、6号机组项目,补充流动资金,福清核电厂5、6号机组",2019-05-07,,6.32,2019-10-21,2022-03-08,601985,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-05-08,2022-03-08,2019-04-15,2022-03-09,04-15,2022-03-09,
306,128065,雅化转债,YHZZ,四川雅化实业集团股份有限公司公开发行可转换公司债券,301006,终止上市,四川雅化实业集团股份有限公司,002497.XSHE,2019-04-16,2019-04-16,80000.0,80000.0,100,100.0,0,1、年产2万吨电池级碳酸锂（氢氧化锂）生产线项目；2、补充流动资金。,2019-05-09,初始转股价格：8.98元/股（不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价）。,8.98,2019-10-22,2025-04-16,002497,0.4,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-05-10,2021-03-01,2019-04-16,2021-03-02,04-16,2021-03-02,
307,110058,永鼎转债,YDZZ,2019年江苏永鼎股份有限公司公开发行可转换公司债券,301001,正常上市,江苏永鼎股份有限公司,600105.XSHG,2019-04-15,2019-04-16,98000.0,98000.0,100,100.0,0,年产600吨光纤预制棒项目和年产1000万芯公里光纤项目,2019-05-01,初始转股价格为6.50元/股，不低于募集说明书公告日前20个交易日公司股票交易均价和前1个交易日均价。,6.5,2019-10-22,2025-04-15,600105,0.4,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-05-08,,2019-04-16,2025-04-16,04-16,2025-04-16,
308,128066,亚泰转债,YTZZ,2019年深圳市亚泰国际建设股份有限公司公开发行可转换公司债券,301001,正常上市,深圳市郑中设计股份有限公司,002811.XSHE,2019-04-17,2019-04-17,48000.0,48000.0,100,100.0,1,"佛山市南海和华希尔顿逸林酒店装修工程,遵义喜来登酒店装饰工程项目,西安洲际酒店项目精装修工程",2019-05-13,,17.49,2019-10-23,2025-04-17,002811,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-05-14,,2019-04-17,2025-04-17,04-17,2025-04-17,
309,128067,一心转债,YXZZ,云南鸿翔一心堂药业(集团)股份有限公司公开发行可转换公司债券,301006,终止上市,一心堂药业集团股份有限公司,002727.XSHE,2019-04-19,2019-04-19,60263.92,60264.0,100,100.0,0,1、中药饮片产能扩建项目；2、信息化建设项目。,2019-05-15,初始转股价格：27.28元/股（不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价）。,27.28,2019-10-25,2025-04-19,002727,0.3,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-05-17,2020-10-19,2019-04-19,2020-11-03,04-19,2020-11-03,
310,113535,大业转债,DYZZ,2019年山东大业股份有限公司公开发行可转换公司债券,301006,终止上市,山东大业股份有限公司,603278.XSHG,2019-05-09,2019-05-09,50000.0,50000.0,100,100.0,1,"子午线轮胎钢丝帘线技术改造项目（三期第一阶段）,补充流动资金",2019-05-30,,12.56,2019-11-15,2024-01-15,603278,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2019-06-03,2024-01-10,2019-05-09,2024-01-16,05-09,2024-01-16,
311,113536,三星转债,SXZZ,浙江三星新材股份有限公司公开发行可转换公司债券,301006,终止上市,浙江三星新材股份有限公司,603578.XSHG,2019-05-31,2019-05-31,19156.5,19157.0,100,100.0,1,新增年产315万平方米深加工玻璃项目,2019-06-20,本次发行的可转债的初始转股价格为19.75元/股，不低于募集说明书公告日前二十个交易日公司A股股票交易均价,19.75,2019-12-06,2025-05-30,603578,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-06-24,2021-12-30,2019-05-31,2021-12-31,05-31,2021-12-31,
312,128068,和而转债,HEZZ,深圳和而泰智能控制股份有限公司公开发行可转换公司债券,301006,终止上市,深圳和而泰智能控制股份有限公司,002402.XSHE,2019-06-04,2019-06-04,54700.0,54700.0,100,100.0,0,"长三角生产运营基地建设项目,电子制程自动化与大数据运营管控平台系统项目,智慧生活大数据平台系统项目",2019-06-27,,9.09,2019-12-11,2020-02-19,002402,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-07-01,2020-02-05,2019-06-04,2020-02-20,06-04,2020-02-20,
313,123026,中环转债,ZHZZ,安徽中环环保科技股份有限公司公开发行可转换公司债券,301006,终止上市,安徽中环环保科技股份有限公司,300692.XSHE,2019-06-10,2019-06-10,29000.0,29000.0,100,100.0,0,桐城市农村生活污水处理PPP项目；滨州市阳信县河流镇陆港物流园区污水处理厂工程PPP项目,2019-06-27,初始转股价格：12.31元/股（不低于募集说明书公告日前二十个交易日公司A股股票交易均价和前一个交易日公司A股股票交易均价）。,12.31,2019-12-16,2024-06-09,300692,0.5,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2019-07-01,2020-12-14,2019-06-10,2020-12-15,06-10,2020-12-15,
314,113537,文灿转债,WCZZ,2019年广东文灿压铸股份有限公司可转换公司债券,301001,正常上市,文灿集团股份有限公司,603348.XSHG,2019-06-06,2019-06-10,80000.0,80000.0,100,100.0,0,"新能源汽车电机壳体、底盘及车身结构件智能制造项目,文灿股份研发中心及信息化项目,天津雄邦压铸有限公司精密加工智能制造项目,大型精密模具设计与制造项目",2019-07-03,,19.93,2019-12-16,2025-06-09,603348,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-07-05,,2019-06-10,2025-06-10,06-10,2025-06-10,
315,123027,蓝晓转债,LXZZ,西安蓝晓科技新材料股份有限公司创业板公开发行可转换公司债券,301006,终止上市,西安蓝晓科技新材料股份有限公司,300487.XSHE,2019-06-10,2019-06-11,34000.0,34000.0,100,100.0,0,高陵蓝晓新材料产业园项目,2019-07-01,初始转股价格：29.59元/股（不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价）。,29.59,2019-12-17,2025-06-10,300487,0.5,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-07-04,2022-10-18,2019-06-11,2022-10-24,06-11,2022-10-24,
316,113027,华钰转债,HYZZ,2019年西藏华钰矿业股份有限公司公开发行可转换公司债券,301001,正常上市,西藏华钰矿业股份有限公司,601020.XSHG,2019-06-13,2019-06-14,64000.0,64000.0,100,100.0,0,收购“塔铝金业”封闭式股份公司股权项目,2019-07-08,初始转股价格为10.17元/股，不低于募集说明书公告日前二十个交易日公司A股股票交易均价。,10.17,2019-12-20,2025-06-13,601020,0.3,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-07-10,,2019-06-14,2025-06-14,06-14,2025-06-14,
317,113028,环境转债,HJZZ,上海环境集团股份有限公司公开发行可转换公司债券,301006,终止上市,上海环境集团股份有限公司,601200.XSHG,2019-06-17,2019-06-18,217000.0,217000.0,100,100.0,0,"松江区湿垃圾资源化处理工程项目,上海天马生活垃圾末端处置综合利用中心二期工程项目,蒙城县生活垃圾焚烧发电PPP项目,成都宝林环保发电厂项目,威海市文登区生活垃圾焚烧发电项目,松江区建筑垃圾资源化处理工程项目",2019-07-04,,10.44,2019-12-24,2020-09-17,601200,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-07-08,2020-09-17,2019-06-18,2020-09-18,06-18,2020-09-18,
318,123028,清水转债,QSZZ,河南清水源科技股份有限公司创业板公开发行可转换公司债券,301006,终止上市,河南清水源科技股份有限公司,300437.XSHE,2019-06-18,2019-06-19,49000.0,49000.0,100,100.0,0,1、年产18万吨水处理剂扩建项目；2、补充流动资金,2019-07-11,初始转股价格：11.95元/股（不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价）。,11.95,2019-12-25,2025-06-18,300437,0.6,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-07-15,2021-11-29,2019-06-19,2021-11-30,06-19,2021-11-30,
319,128069,华森转债,HSZZ,2019年重庆华森制药股份有限公司公开发行可转换公司债券,301006,终止上市,重庆华森制药股份有限公司,002907.XSHE,2019-06-21,2019-06-24,30000.0,30000.0,100,100.0,1,第五期新建GMP生产基地项目,2019-07-09,初始转股价格：18.11元/股（不低于募集说明书公告日前20个交易日公司A股股票交易均价和前1个交易日公司A股股票交易均价）。,18.11,2019-12-30,2025-06-24,002907,0.5,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-07-11,2022-12-12,2019-06-24,2022-12-16,06-24,2022-12-16,
320,113538,安图转债,ATZZ,郑州安图生物工程股份有限公司公开发行可转换公司债券,301006,终止上市,郑州安图生物工程股份有限公司,603658.XSHG,2019-06-28,2019-06-28,68297.9,68298.0,100,100.0,0,体外诊断试剂产能扩大项目；安图生物诊断仪器产业园项目：体外诊断仪器研发中心，体外诊断仪器产能扩大，营销网络建设，综合配套,2019-07-18,初始转股价格为64.11元/股，不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价。,64.11,2020-01-04,2025-06-27,603658,0.3,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-07-22,2020-02-18,2019-06-28,2020-02-19,06-28,2020-02-19,
321,128070,智能转债,ZNZZ,2019年无锡智能自控工程股份有限公司公开发行A股可转换公司债券,301001,正常上市,无锡智能自控工程股份有限公司,002877.XSHE,2019-07-02,2019-07-02,23000.0,23000.0,100,100.0,1,1、特种阀门深加工项目；2、直行程智能控制阀制造基地建设项目,2019-07-21,初始转股价格：9.55元/股（不低于募集说明书公告日之日前20个交易日公司A股股票交易均价和前1个交易日公司A股股票交易均价）。,9.55,2020-01-08,2025-07-02,002877,0.5,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-07-23,,2019-07-02,2025-07-02,07-02,2025-07-02,
322,113539,圣达转债,SDZZ,浙江圣达生物药业股份有限公司公开发行可转换公司债券,301006,终止上市,浙江圣达生物药业股份有限公司,603079.XSHG,2019-07-03,2019-07-03,29913.6,29914.0,100,100.0,1,"关于通辽市黄河龙生物工程有限公司股权收购及增资项目,年产1,000吨乳酸链球菌素项目,年产2,000吨蔗糖发酵物项目",2019-07-24,,28.78,2020-01-09,2020-03-10,603079,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-07-26,2020-03-10,2019-07-03,2020-03-11,07-03,2020-03-11,
323,113541,荣晟转债,RSZZ,浙江荣晟环保纸业股份有限公司公开发行可转换公司债券,301006,终止上市,浙江荣晟环保纸业股份有限公司,603165.XSHG,2019-07-23,2019-07-23,33000.0,33000.0,100,100.0,1,募集资金总额扣除发行费用后拟投资于“年产3亿平方米新型智能包装材料建设项目”和“绿色节能升级改造项目”。,,初始转股价格：18.72元/股，不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价之间较高者。,18.72,2020-01-29,2025-07-22,603165,0.5,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-08-13,2022-06-27,2019-07-23,2022-06-28,07-23,2022-06-28,
324,113540,南威转债,NWZZ,南威软件股份有限公司公开发行可转换公司债券,301006,终止上市,南威软件股份有限公司,603636.XSHG,2019-07-12,2019-07-15,66000.0,66000.0,100,100.0,0,"智能型“放管服”一体化平台建设项目,公共安全管理平台建设项目,城市通平台建设项目,补充流动资金",,,10.13,2020-01-20,2020-03-24,603636,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-08-05,2020-03-24,2019-07-15,2020-03-25,07-15,2020-03-25,
325,113542,好客转债,HKZZ,2019年广州好莱客创意家居股份有限公司公开发行可转换公司债券,301001,正常上市,广州好莱客创意家居股份有限公司,603898.XSHG,2019-08-01,2019-08-01,63000.0,63000.0,100,100.0,0,汉川定制家居工业4.0制造基地项目,,初始转股价格为16.62元/股。本次发行的可转换公司债券初始转股价格不低于募集说明书公告日前二十个交易日公司A股股票交易均价。,16.62,2020-02-07,2025-07-31,603898,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-08-23,,2019-08-01,2025-08-01,08-01,2025-08-01,
326,113543,欧派转债,OPZZ,欧派家居集团股份有限公司公开发行可转换公司债券,301006,终止上市,欧派家居集团股份有限公司,603833.XSHG,2019-08-16,2019-08-16,149500.0,149500.0,100,100.0,0,"清远生产基地（二期）建设项目,无锡生产基地（二期）建设项目,成都欧派智能家居建设项目",,,101.46,2020-02-24,2021-07-09,603833,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-09-04,2021-07-09,2019-08-16,2021-07-12,08-16,2021-07-12,
327,128071,合兴转债,HXZZ,2019年厦门合兴包装印刷股份有限公司公开发行可转换公司债券,301001,正常上市,厦门合兴包装印刷股份有限公司,002228.XSHE,2019-08-15,2019-08-16,59575.0,59575.0,100,100.0,0,1、环保包装工业4.0智能工厂建设项目；2、青岛合兴包装有限公司纸箱生产建设项目。,,初始转股价格：4.38元/股（不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价）。,4.38,2020-02-24,2025-08-16,002228,0.3,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-09-16,,2019-08-16,2025-08-16,08-16,2025-08-16,
328,123029,英科转债,YKZZ,2019年山东英科医疗用品股份有限公司创业板公开发行可转换公司债券,301006,终止上市,英科医疗科技股份有限公司,300677.XSHE,2019-08-16,2019-08-16,47000.0,47000.0,100,100.0,0,年产110.8亿只（1108万箱）高端医用手套项目,,初始转股价格：16.25元/股（不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价）。,16.25,2020-02-24,2025-08-15,300677,0.5,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-09-10,2021-06-28,2019-08-16,2025-08-16,08-16,2025-08-16,
329,123030,九洲转债,JZZZ,哈尔滨九洲电气股份有限公司公开发行可转换公司债券,301006,终止上市,哈尔滨九洲集团股份有限公司,300040.XSHE,2019-08-20,2019-08-20,30800.0,30800.0,100,100.0,0,大庆大岗风电场项目（48MW）、大庆平桥风电场项目（48MW）,,初始转股价格：5.70元/股（不低于募集说明书公告日前二十个交易日公司股票交易均价）。,5.7,2020-02-27,2025-08-19,300040,0.5,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-09-12,2021-09-14,2019-08-20,2021-09-15,08-20,2021-09-15,
330,128072,翔鹭转债,XLZZ,2019年广东翔鹭钨业股份有限公司公开发行可转换公司债券,301001,正常上市,广东翔鹭钨业股份有限公司,002842.XSHE,2019-08-20,2019-08-20,30189.69,30192.23,100,100.0,1,1、年产800t特种超硬合金智能化生产项目；2、年产600万支精密特种硬质合金切削工具智能制造项目。,,初始转股价格：15.36元/股（不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价）。,15.36,2020-02-26,2025-08-19,002842,0.4,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-09-16,,2019-08-20,2025-08-20,08-20,2025-08-20,
331,128073,哈尔转债,HEZZ,2019年浙江哈尔斯真空器皿股份有限公司可转换公司债券,301006,终止上市,浙江哈尔斯真空器皿股份有限公司,002615.XSHE,2019-08-22,2019-08-22,30000.0,30000.0,100,100.0,1,1、年产800万只SIGG高端杯生产线建设项目；2、偿还银行贷款。,,初始转股价格：5.8元/股（不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价）。,5.8,2020-02-28,2024-08-22,002615,0.4,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2019-09-11,2022-10-27,2019-08-22,2022-11-02,08-22,2022-11-02,
332,123031,晶瑞转债,JRZZ,2019年苏州晶瑞化学股份有限公司可转换公司债券,301001,正常上市,晶瑞电子材料股份有限公司,300655.XSHE,2019-08-29,2019-08-29,18500.0,18500.0,100,100.0,0,新建年产8.7万吨光电显示、半导体用新材料项目，补充流动资金,,初始转股价格为18.38元/股（不低于募集说明书公告日前二十个交易日公司A股股票交易均价）。,18.38,2020-03-05,2025-08-28,300655,0.4,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-09-26,,2019-08-29,2025-08-29,08-29,2025-08-29,
333,113544,桃李转债,TLZZ,桃李面包股份有限公司公开发行可转换公司债券,301006,终止上市,桃李面包股份有限公司,603866.XSHG,2019-09-20,2019-09-20,100000.0,100000.0,100,100.0,0,"江苏桃李面包有限公司一期投资项目,青岛桃李食品烘培食品生产基地项目,四川桃李面包有限公司烘焙食品生产项目,浙江桃李面包有限公司生产基地建设项目",,,47.54,2020-03-26,2020-09-17,603866,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-10-15,2020-09-17,2019-09-20,2020-09-18,09-20,2020-09-18,
334,128074,游族转债,YZZZ,2019年游族网络股份有限公司可转换公司债券,301001,正常上市,游族网络股份有限公司,002174.XSHE,2019-09-23,2019-09-23,115000.0,115000.0,100,100.0,0,网络游戏开发及运营建设项目、网络游戏运营平台升级建设项目、补充流动资金。,,初始转股价格为17.06元/股，不低于募集说明书公告日前20个交易日公司股票交易均价和前1个交易日公司股票交易均价。,17.06,2020-03-27,2025-09-23,002174,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2019-10-21,,2019-09-23,2025-09-23,09-23,2025-09-23,
